"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1141159","0","JOHN JACKSON CHARITABLE TRUST","Suite 18, Charter House, Courtlands Road, Eastbourne, East Sussex","BN22 8UY","Eastbourne","01323417876","info@johnjacksoncharitabletrust.org.uk","http://www.johnjacksoncharitabletrust.org.uk/","05/04/2024","521830","594688","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Accommodation/housing, Arts/culture/heritage/science, Amateur Sport, Animals, Environment/conservation/heritage, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Charity for the benefit of the community of Eastbourne, East Sussex, and for such charitable purposes generally as the trustees may decide.","EXCLUSIVELY FOR THE BENEFIT OF THE COMMUNITY OF EASTBOURNE EAST SUSSEX FOR ALL CHARITABLE PURPOSES AS TRUSTEES DETERMINE INCLUDING PAYING SUMS TO OTHER CHARITABLE BODIES AS BENEFIT THE COMMUNITY OF EASTBOURNE EAST SUSSEX"
"1141216","0","THE MAYOR OF LONDON'S FUND FOR YOUNG MUSICIANS","169 Union Street, London","SE1 0LL","Bermondsey and Old Southwark","020 7983 4258","info@londonmusicfund.org","www.londonmusicfund.org","31/07/2024","703902","640592","Registered","Charitable company","Makes Grants To Organisations","Education/training, Arts/culture/heritage/science","Children/young People","Trading as the ""London Music Fund"", the charity awards Scholarships to children with musical potential and commitment to learning an instrument, whose families are unable to afford the ongoing cost of tuition. It also funds Partnerships between music hubs, schools and professional arts organisations, addressing specific gaps in provision. Applications are only accepted from London Music Hubs.","THE CHARITY'S OBJECTS ARE:
TO BENEFIT THE PUBLIC THROUGH THE PROMOTION AND ENHANCEMENT OF THE MUSICAL EDUCATION AND DEVELOPMENT OF YOUNG PEOPLE BY ANY MEANS AND IN ANY SOCIALLY INCLUSIVE CONTEXT."
"1141986","0","WORSHIPFUL COMPANY OF BASKETMAKERS 2011 CHARITABLE TRUST","3 Stratton, Marston Moretaine, BEDFORD","MK43 0XH","Mid Bedfordshire","07771794771","","","31/03/2024","632631","124014","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies, The General Public/mankind","The trust will make grants to individuals and organisations.","THE TRUSTEES SHALL PAY OR APPLY THE INCOME OF THE TRUST FUND TO SUCH CHARITIES OR FOR SUCH CHARITABLE PURPOSES AS THE TRUSTEES THINK FIT."
"1142577","0","TRES CANTOS OPEN LAB FOUNDATION","c/o RSM UK Tax and Accounting Limited, Third Floor, One London Square, Cross Lanes, Guildford","GU1 1UN","Guildford","01483307000","","www.openlabfoundation.org","31/12/2023","736640","1530887","Registered","Charitable company","Makes Grants To Organisations, Sponsors Or Undertakes Research","The Advancement Of Health Or Saving Of Lives","Other Defined Groups","TO FUND AND SUPPORT RESEARCH AT, OR IN COLLABORATION, WITH GSK'S R&D FACILITIES IN TRES CANTOS, SPAIN INTO MEDICINES FOR DISEASES OF THE DEVELOPING WORLD (INCLUDING, BUT NOT LIMITED TO MALARIA, TUBERCULOSIS, AND OTHER NEGLECTED DISEASES WHICH ARE IDENTIFIED BY THE CHARITY FROM TIME TO TIME).","TO FUND AND OTHERWISE SUPPORT RESEARCH AT, OR IN COLLABORATION WITH, GSK FOR THE TREATMENT AND/OR PREVENTION OF DISEASES OF THE DEVELOPING WORLD INCLUDING, BUT NOT LIMITED TO, THOSE IDENTIFIED BY THE CHARITY IN SCHEDULE 1 HERETO, AND THE DISSEMINATION OF THE USEFUL RESULTS OF THAT RESEARCH."
"1142911","0","SCH CHARITABLE TRUST","9 Western Avenue, London","NW11 9HG","Finchley and Golders Green","02087310777","mail@cohenarnold.com","","31/03/2024","628728","308501","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Grant making charity","1. THE ADVANCEMENT AND FURTHERANCE OF THE ORTHODOX JEWISH RELIGION AND JEWISH EDUCATION AND THE ALLEVIATION OF POVERTY AMONG THE JEWISH COMMUNITY THROUGHOUT THE WORLD
2. THE FURTHERANCE OF SUCH OTHER OBJECTS THAT ARE EXCLUSIVELY CHARITABLE UNDER THE LAW OF ENGLAND AND WALES AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE"
"1142956","0","Sale Sharks Foundation","Sale Sharks, 31 Carrington Lane, Carrington, MANCHESTER","M31 4AB","Stretford and Urmston","0161 672 9928","Foundation@salesharks.com","www.salesharks.com","30/06/2024","951143","907968","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Amateur Sport, Recreation","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","To promote community participation in healthy recreation by providing or assisting to provide facilities for the playing of  sports, recreation or other leisure time occupation capable of improving health or for people who require such facilities by reason of their youth, age, infirmity or disablement, poverty, social and economic circumstances or for the public at large","4.THE CHARITY OBJECTS (THE OBJECTS) ARE FOR THE BENEFIT OF THE PUBLIC GENERALLY, BOTH IN THE UNITED KINGDOM AND OVERSEAS AND, IN PARTICULAR, THE INHABITANTS OF LANCASHIRE, CHESHIRE, GREATER MANCHESTER, AND THEIR SURROUNDING AREAS:-
4.1 TO PROMOTE COMMUNITY PARTICIPATION IN HEALTHY RECREATION BY PROVIDING FACILITIES FOR THE PLAYING OF RUGBY UNION AND OTHER SPORTS CAPABLE OF IMPROVING HEALTH (FACILITIES IN THIS ARTICLE MEANS LAND, BUILDINGS, EQUIPMENT AND ORGANISING SPORTING ACTIVITIES);
4.2 TO PROVIDE AND ASSIST IN PROVIDING FACILITIES FOR SPORT, RECREATION OR OTHER LEISURE TIME OCCUPATION OF SUCH PERSONS WHO HAVE NEED FOR SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE; 
4.3 TO ADVANCE THE EDUCATION OF CHILDREN AND OTHER PERSONS THROUGH SUCH MEANS AS THE TRUSTEES THINK FIT IN ACCORDANCE WITH THE LAW OF CHARITY; AND
4.4 FOR THE GENERAL PURPOSES OF SUCH CHARITABLE BODIES OR FOR SUCH OTHER EXCLUSIVELY CHARITABLE PURPOSES IN EACH CASE AS THE TRUSTEES MAY FROM TIME TO TIME DECIDE."
"1143010","0","REVACH VEHAZOLA TRUST","Flat 10, Zemba House, 63 Stamford Hill, LONDON","N16 5FE","Hackney North and Stoke Newington","02088068615","revachlon@gmail.com","","31/07/2024","988133","1014600","Registered","Other","Makes Grants To Organisations","The Prevention Or Relief Of Poverty","Other Defined Groups","Charitable distributions of food vouchers for local families living in extreme poverty.","THE RELIEF OF POVERTY SICKNESS AND INFIRMITY IN PARTICULAR BUT NOT EXCLUSIVELY FOR PEOPLE LIVING IN ISRAEL"
"1143110","0","THE KNIGHTLAND FOUNDATION","Unit 1, Guard House, Grosvenor Way, LONDON","E5 9XE","Hackney North and Stoke Newington","020 7309 3800","admin@theknightlandfoundation.org","","31/01/2024","833405","1534169","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Receives income from investments and donations and makes grants to charitable organisations","THE RELIEF OF FINANCIAL HARDSHIP, EITHER GENERALLY OR INDIVIDUALLY, AMONGST THE ELDERLY OR IN CONDITIONS OF NEED, HARDSHIP AND DISTRESS IN PARTICULAR BUT NOT EXCLUSIVELY WITHIN THE JEWISH COMMUNITY BY MAKING GRANTS OF MONEY FOR PROVIDING OR PAYING FOR ITEMS SERVICES OR FACILITIES OR PROVIDING SUCH PERSONS WITH GOODS OR SERVICES WHICH THEY COULOD NOT OTHERWISE AFFORD THROUGH LACK OF MEANS. 
TO ADVANCE THE ORTHODOX JEWISH RELIGION FOR THE BENEFIT OF THE PUBLIC THROUGH THE HOLDING OF PRAYER MEETINGS, STUDY SESSIONS,LECTURES, PUBLIC CELEBRATION OF RELIGIOUS FESTIVALS IN ACCORDANCE WITH THE TENETS OF THE ORTHODOX JEWISH RELIGION.
TO ADVANCE THE EDUCATION OF JEWISH PUPILS ACCORDING TO THE TENETS OF THE ORTHODOX JEWISH RELIGION BY PROVIDING AND ASSISTING IN THE PROVISION OF APPROPRIATE FACILITIES NEEDED FOR SUCH PURPOSES
 TO PROMOTE ANY PURPOSE THAT THE TRUSTEES MAY DECIDE AND THAT IS LEGALLY CONSIDERED CHARITABLE."
"1143585","0","KEREN CHASODIM LTD","28 CRAVEN WALK, LONDON","N16 6BU","Hackney North and Stoke Newington","02088025699","","","31/10/2023","533706","539374","Registered","Charitable company","Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Other Charities Or Voluntary Bodies","&#x2;The advancement of the orthodox jewish religion.&#x2;The advancement of orthodox jewish religious education and education generally.&#x2;The relief of poverty, both mental and physical, and the relief of persons suffering from disability.&#x2;To relieve financial hardship, sickness and poor health amongst elderly people.","THE ADVANCEMENT OF THE ORTHODOX JEWISH RELIGION.
THE ADVANCEMENT OF ORTHODOX JEWISH RELIGIOUS EDUCATION AND EDUCATION GENERALLY.
THE RELIEF OF POVERTY, BOTH MENTAL AND PHYSICAL, AND THE RELIEF OF PERSONS SUFFERING FROM DISABILITY.
TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST ELDERLY PEOPLE."
"1144791","0","VICHAI SRIVADDHANAPRABHA FOUNDATION LIMITED","KING POWER STADIUM, FILBERT WAY, LEICESTER","LE7 2FL","Melton and Syston","01162294737","VSFoundation@lcfc.co.uk","www.LCFC.co.uk","30/06/2024","537967","37643","Registered","Charitable company","Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Environment/conservation/heritage, Armed Forces/emergency Service Efficiency, Recreation, Other Charitable Purposes","Other Charities Or Voluntary Bodies, The General Public/mankind","In its first period of operation the charity ran the ?One in a Million? campaign with the target of raising ?150,000 via a host of fundraising events and activities spanning the whole of the 2011-12 football season. The Charity intends to continue its annual fund raising activities for annually selected charities.","TO PROMOTE ANY CHARITABLE PURPOSE FOR THE BENEFIT OF THE PUBLIC GENERALLY IN THE UNITED KINGDOM (INCLUDING, IN PARTICULAR, THE INHABITANTS OF LEICESTER AND LEICESTERSHIRE AND ITS SURROUNDING AREAS) AND OVERSEAS AND, IN PARTICULAR, BUT WITHOUT PREJUDICE TO THE GENERALITY OF THE FOREGOING:
1 TO PROMOTE COMMUNITY PARTICIPATION IN HEALTHY RECREATION BY PROVIDING FACILITIES FOR THE PLAYING OF ASSOCIATION FOOTBALL AND OTHER SPORTS CAPABLE OF IMPROVING HEALTH (""FACILITIES"" IN THIS CLAUSE MEANS LAND, BUILDINGS, EQUIPMENT AND ORGANISING SPORTING ACTIVITIES);
2 TO PROVIDE AND ASSIST IN PROVIDING FACILITIES FOR SPORT, RECREATION OR OTHER LEISURE TIME OCCUPATION OF SUCH PERSONS WHO HAVE NEED FOR SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE;
3 TO ADVANCE THE EDUCATION OF CHILDREN AND YOUNG PEOPLE THROUGH SUCH MEANS AS THE TRUSTEES THINK FIT IN ACCORDANCE WITH THE LAW OF CHARITY; AND
4 FOR THE GENERAL PURPOSES OF SUCH CHARITABLE BODIES OR FOR SUCH OTHER EXCLUSIVELY CHARITABLE PURPOSES IN EACH CASE AS THE BOARD MAY FROM TIME TO TIME DECIDE."
"1144993","0","FRIENDS OF GALANTA","Haffner Hoff Ltd, 2nd Floor - Parkgates, Bury New Road, Prestwich, MANCHESTER","M25 0TL","Bury South","01617981660","haffhoff@haffhoff.co.uk","","31/05/2024","856384","883484","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services","Education/training, The Prevention Or Relief Of Poverty","Other Charities Or Voluntary Bodies, The General Public/mankind","The advancement of the Jewish Religion.","THE ADVANCEMENT OF THE JEWISH RELIGION"
"1145066","0","THE STORY OF CHRISTMAS","Jackson House, 18 Savile Row, London","W1S 3PW","Cities of London and Westminster","07920282397","info@socappeal.com","www.socappeal.com","30/06/2024","890842","844825","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","The Prevention Or Relief Of Poverty, Accommodation/housing","Children/young People, Other Defined Groups","In accordance with its constitution, the company seeks to produce the annual event known as 'The Story of Christmas' and, through the production of this event, to raise funds in the form of donations and gifts of sponsorship.","4.1	The Charity's objects are specifically restricted to the following:
(a)	the relief of poverty amongst homeless individuals by the provision of grants to homeless charities and directly to initiatives working to provide support, accommodation and opportunities for work and education to such individuals; and
(b)	the advancement of health and the relief of those in need by the provision of grants to charities which seek to improve the quality of life of sick or disadvantaged children and  young people."
"1145128","0","THE FROEBEL TRUST","The Froebel Trust, Clarence Lodge, Clarence Lane, LONDON","SW15 5JW","Putney","02088787546","office@froebeltrust.org.uk","www.froebeltrust.org.uk","31/03/2024","675201","1112067","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Sponsors Or Undertakes Research","Education/training","Children/young People, The General Public/mankind","SUPPORT FOR ACTIVITIES, COURSES, RESEARCH AND PROJECTS THAT PROMOTE THE EDUCATIONAL PRINCIPLES OF FRIEDRICH FROEBEL WITHIN THE EARLY YEARS EDUCATIONAL SPECTRUM, WITHIN THE UK AND INTERNATIONALLY.","TO PROMOTE FOR THE PUBLIC BENEFIT THE ADVANCEMENT AND UNDERSTANDING OF FROEBELIAN PRINCIPLES OF EDUCATION IN LEARNING WITHIN THE UNITED KINGDOM AND THE INTERNATIONAL FIELD."
"1145312","0","MOLLY OLLY'S WISHES","1 Swan Street, Warwick","CV34 4BJ","Warwick and Leamington","01926698735","rachel@mollyolly.co.uk","www.mollyolly.co.uk","30/09/2024","692741","521220","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Human Resources, Provides Services","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Recreation","Children/young People","To support emotionally and financially where appropriate the lives of children suffering from terminal and life threatening illnesses throughout the UK and the Republic of Ireland, and to advise and assist families with children suffering from terminal or life threatening illnesses.","TO RELIEVE THE NEEDS AND PROMOTE AND PROTECT THE PHYSICAL AND MENTAL HEALTH OF CHILDREN SUFFERING FROM TERMINAL AND LIFE THREATENING ILLNESSES AND THEIR FAMILIES AND CARERS THROUGHOUT THE UK AND THE REPUBLIC OF IRELAND, BY THE PROVISION OF SUPPORT, FINANCIAL ASSISTANCE, ACTIVITIES AND SUCH OTHER MEANS AS THE TRUSTEES DEEM APPROPRIATE FROM TIME TO TIME, IN ORDER TO IMPROVE THE QUALITY OF LIFE OF THE SAID BENEFICIARIES."
"1145679","0","THE CAMELLIA FOUNDATION","THE SCALPEL, 18TH FLOOR, 52 LIME STREET, LONDON","EC3M 7AF","Cities of London and Westminster","07375492924","stephen.buckland@thecamelliafoundation.org","","30/06/2024","877387","814361","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Environment/conservation/heritage, Human Rights/religious Or Racial Harmony/equality Or Diversity","The General Public/mankind","Without limiting ourselves, we expect that our three main activities will be: (a) building relationships with, and delivering resources to, established, efficient organisations which allocate funding in the areas to which our objects relate; (b) providing direct funding of projects which fall within our objects; and (c) allocating money to individuals whose activities fall within our objects.","1. TO PREVENT AND RELIEVE POVERTY, FINANCIAL HARDSHIP AND SICKNESS OF BOTH ABLE-BODIED AND DISABLED PEOPLE FOR THE PUBLIC BENEFIT, ESPECIALLY THOSE IN DEVELOPING COUNTRIES AND THOSE OF TIBETAN ORIGIN, BY PROVIDING OR ASSISTING WITH THE PROVISION OF EDUCATION, TRAINING, HEALTHCARE, PROJECTS, AND ALL THE NECESSARY SUPPORT DESIGNED TO ENABLE INDIVIDUALS TO BE SELF-SUFFICIENT (WHERE POSSIBLE) AND TO LIVE FULFILLING LIVES.
2. TO PROMOTE FOR THE PUBLIC BENEFIT THE EDUCATION OF PEOPLE, ESPECIALLY THOSE IN DEVELOPING COUNTRIES AND THOSE OF TIBETAN ORIGIN, INCLUDING THE FUNDING OF EDUCATIONAL FACILITIES AND THEIR STAFF, MAKING GRANTS, LOANS AND BURSARIES, AND PROVIDING, OR ASSISTING WITH THE PROVISION OF, OPPORTUNITIES AND BENEFITS INCIDENTAL TO SUCH EDUCATION.
3. TO PROMOTE FOR THE PUBLIC BENEFIT THE EDUCATION OF PEOPLE, ESPECIALLY THOSE OF TIBETAN ORIGIN, IN THE CULTURE AND WAY OF LIFE OF TIBETAN PEOPLE, AND TO PRESERVE AND PROMOTE ALL ASPECTS THEREOF. 
4. TO PROMOTE RELIGIOUS HARMONY FOR THE PUBLIC BENEFIT BY ENCOURAGING OR ASSISTING WITH THE ENCOURAGEMENT OF THE DEVELOPMENT OF KNOWLEDGE, MUTUAL UNDERSTANDING AND RESPECT FOR THE BELIEFS AND PRACTICES OF DIFFERENT RELIGIOUS FAITHS.
5. TO PROMOTE THE CONSERVATION, PROTECTION AND IMPROVEMENT OF THE PHYSICAL AND NATURAL ENVIRONMENT, ESPECIALLY IN DEVELOPING COUNTRIES, FOR THE PUBLIC BENEFIT, INCLUDING BY PROVIDING, OR ASSISTING WITH THE PROVISION OF, EDUCATION AND ANY OTHER PROJECT."
